15517446,0.00,2004
15518447,0.00,2004
15519447,0.00,2004
15520447,0.00,2004
15521448,0.00,2004
15522448,0.00,2004
15523448,0.00,2004
15524449,0.00,2004
15525449,0.00,2004
15526449,0.00,2004
15527450,0.00,2004
15528450,0.00,2004
15529450,0.00,2004
15530451,0.00,2004
15531451,0.00,2004
15532451,0.00,2004
15533452,0.00,2004
15534452,0.00,2004
15535452,0.00,2004
15536453,0.00,2004
15537453,0.00,2004
15538453,0.00,2004
15539454,0.00,2004
15540454,0.00,2004
15541454,0.00,2004
15542454,0.00,2004
15543455,0.00,2004
15544455,0.00,2004
15545455,0.00,2004
15546456,0.00,2004
15547456,0.00,2004
15548456,0.00,2004
15549456,0.00,2004
15550457,0.00,2004
15551457,0.00,2004
15552457,0.00,2004
15553457,0.00,2004
15554458,0.00,2004
15555458,0.00,2004
15556458,0.00,2004
15557459,0.00,2004
15558459,0.00,2004
15559459,0.00,2004
15560460,0.00,2004
15561460,0.00,2004
15562460,0.00,2004
15563461,0.00,2004
15564461,0.00,2004
15565461,0.00,2004
15566462,1.00,2004
15567462,0.00,2004
15568462,0.00,2004
15569462,0.00,2004
15570463,0.00,2004
15571463,0.00,2004
15572463,0.00,2004
15573464,0.00,2004
15574464,0.00,2004
15575464,0.00,2004
15576464,0.00,2004
15577465,0.00,2004
15578465,0.00,2004
15579465,0.00,2004
15580466,0.00,2004
15581466,0.00,2004
15582466,0.00,2004
15583467,0.00,2004
15584467,0.00,2004
15585467,0.00,2004
15586467,0.00,2004
15587468,0.00,2004
15588468,0.00,2004
15589468,0.00,2004
15590469,0.00,2004
15591469,0.00,2004
15592469,0.00,2004
15593469,0.00,2004
15594470,0.00,2004
15595470,0.00,2004
15596470,0.00,2004
15597471,0.00,2004
15598471,0.00,2004
15599472,0.00,2004
15600472,0.00,2004
15601472,0.00,2004
15602473,0.00,2004
15603473,0.00,2004
15604473,0.00,2004
15605473,0.00,2004
15606474,0.00,2004
15607474,0.00,2004
15608474,0.00,2004
15609474,0.00,2004
15610475,0.00,2004
15611475,0.00,2004
15612475,0.00,2004
15613476,0.00,2004
15614476,0.00,2004
15615476,0.00,2004
15616477,0.00,2004
15617477,0.00,2004
15618477,0.00,2004
15619478,0.00,2004
15620478,0.00,2004
15621478,0.00,2004
15622479,0.00,2004
15623479,0.00,2004
15624479,0.00,2004
15625480,0.00,2004
15626480,0.00,2004
15627480,0.00,2004
15628481,0.00,2004
15629481,0.00,2004
15630481,0.00,2004
15631481,0.00,2004
15632482,0.00,2004
